customer_id,gender,age,married,number_of_dependents,tenure_in_months,number_of_referrals,city,offer,phone_service,multiple_lines,internet_service,internet_type,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,average_monthly_gb_download,average_monthly_long_distance_charges,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,customer_status,churn_category,churn_reason
2153-MREFK,Female,55,True,0,37,1,Fawnskin,None,True,True,True,Fiber Optic,True,False,True,True,False,True,True,True,One Year,True,Bank Withdrawal,4.0,30.16,99.2,3754.6,0.0,0.0,1115.92,Churned,Attitude,Attitude of support person
2154-KVJFF,Female,42,False,0,15,0,Stevinson,Offer D,True,True,True,Fiber Optic,False,True,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,21.0,42.83,79.75,1111.85,0.0,0.0,642.45,Churned,Dissatisfaction,Limited range of services
2155-AMQRX,Female,37,False,0,28,0,Norwalk,None,True,True,True,Cable,False,False,False,True,False,False,False,True,Month-to-Month,True,Credit Card,11.0,3.25,54.9,1505.15,0.0,0.0,91.0,Stayed,Still Subscribed,Still Subscribed
2157-MXBJS,Male,20,True,0,13,1,Calistoga,Offer D,True,True,True,Cable,False,False,True,False,True,True,True,True,One Year,True,Credit Card,82.0,41.22,75.3,989.45,0.0,0.0,535.86,Churned,Dissatisfaction,Network reliability
2159-TURXX,Male,26,False,0,5,0,Weaverville,None,True,False,False,None,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,0.0,22.16,20.05,95.55,0.0,0.0,110.8,Stayed,Still Subscribed,Still Subscribed
2160-GPFXD,Male,25,True,2,54,1,Davis,Offer B,True,True,True,DSL,True,True,False,True,False,False,False,True,Two Year,True,Credit Card,52.0,24.59,65.65,3566.7,0.0,0.0,1327.86,Stayed,Still Subscribed,Still Subscribed
2162-FRZAA,Male,45,True,2,63,7,Fort Irwin,Offer B,False,False,True,DSL,False,True,True,True,False,False,False,True,Two Year,False,Bank Withdrawal,16.0,0.0,39.35,2395.05,0.0,0.0,0.0,Stayed,Still Subscribed,Still Subscribed
2164-SOQXL,Female,31,True,2,20,10,Los Angeles,None,True,False,False,None,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,0.0,14.79,20.05,406.05,0.0,0.0,295.8,Stayed,Still Subscribed,Still Subscribed
2165-VOEGB,Female,23,False,0,46,0,Burbank,None,True,False,True,Fiber Optic,True,True,False,True,True,True,True,True,One Year,True,Bank Withdrawal,71.0,43.04,105.2,4822.85,0.0,0.0,1979.84,Churned,Other,Don't know
2167-FQSTQ,Female,20,True,0,72,8,Hayward,None,True,True,True,DSL,True,True,True,True,True,True,True,False,Two Year,True,Bank Withdrawal,48.0,37.45,92.4,6786.1,0.0,150.0,2696.4,Stayed,Still Subscribed,Still Subscribed
2169-RRLFW,Female,48,True,0,71,3,Capay,None,True,True,False,None,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,0.0,11.18,25.6,1888.25,0.0,0.0,793.78,Stayed,Still Subscribed,Still Subscribed
2171-UDMFD,Male,22,True,3,32,5,Chowchilla,Offer C,True,False,False,None,False,False,False,False,False,False,False,False,Month-to-Month,True,Credit Card,0.0,35.05,19.45,674.55,0.0,0.0,1121.6,Stayed,Still Subscribed,Still Subscribed
2172-EJXVF,Female,65,False,0,71,0,Los Angeles,None,True,True,True,Fiber Optic,False,True,True,False,True,True,True,False,One Year,True,Bank Withdrawal,23.0,25.61,105.9,7521.95,6.65,100.0,1818.31,Stayed,Still Subscribed,Still Subscribed
2176-LVPNX,Female,69,False,0,71,0,San Jose,Offer A,True,True,True,DSL,True,True,True,True,True,True,False,False,Two Year,False,Credit Card,22.0,37.39,89.85,6293.45,0.0,140.0,2654.69,Stayed,Still Subscribed,Still Subscribed
2176-OSJUV,Male,29,True,0,71,2,Anaheim,Offer A,True,True,True,DSL,True,True,False,True,False,False,True,True,Two Year,False,Bank Withdrawal,69.0,40.63,65.15,4681.75,4.7,0.0,2884.73,Stayed,Still Subscribed,Still Subscribed
2178-PMGCJ,Male,22,False,0,22,0,Long Beach,Offer D,True,False,True,Fiber Optic,False,False,False,False,False,False,False,True,Month-to-Month,True,Credit Card,42.0,15.77,69.7,1490.4,0.0,0.0,346.94,Stayed,Still Subscribed,Still Subscribed
2180-DXNEG,Female,46,False,0,12,0,Harbor City,None,True,False,True,Fiber Optic,False,False,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,27.0,25.54,96.0,1062.1,0.0,0.0,306.48,Churned,Dissatisfaction,Product dissatisfaction
2181-TIDSV,Male,47,True,3,68,4,Glen Ellen,Offer A,True,False,False,None,False,False,False,False,False,False,False,False,Two Year,True,Bank Withdrawal,0.0,19.75,19.95,1303.25,0.0,0.0,1343.0,Stayed,Still Subscribed,Still Subscribed
2181-UAESM,Male,30,False,0,2,0,Angelus Oaks,None,True,False,True,Cable,True,False,True,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,76.0,12.59,53.45,119.5,0.0,0.0,25.18,Joined,Still Subscribed,Still Subscribed
2186-QZEYA,Female,68,False,0,29,0,San Leandro,Offer C,True,True,True,DSL,True,True,False,False,False,False,False,True,Two Year,True,Bank Withdrawal,22.0,8.88,58.55,1718.95,33.1,0.0,257.52,Stayed,Still Subscribed,Still Subscribed
2187-LZGPL,Female,36,False,0,7,0,Walnut Creek,None,False,False,True,DSL,False,True,False,False,False,True,True,True,Month-to-Month,True,Credit Card,19.0,0.0,40.1,293.3,0.0,0.0,0.0,Churned,Attitude,Attitude of service provider
2187-PKZAY,Male,23,False,0,12,0,Stevinson,None,True,False,True,Fiber Optic,False,False,False,False,False,True,True,True,Month-to-Month,True,Bank Withdrawal,41.0,40.06,79.95,1043.4,0.0,0.0,480.72,Stayed,Still Subscribed,Still Subscribed
2188-SXWVT,Female,31,False,0,34,0,Chilcoot,Offer C,True,False,True,DSL,True,True,False,False,False,False,False,True,One Year,False,Credit Card,8.0,43.17,55.0,1885.15,0.0,0.0,1467.78,Stayed,Still Subscribed,Still Subscribed
2189-UXTKY,Female,27,True,0,22,1,La Quinta,None,True,True,True,DSL,True,False,False,True,True,True,True,True,Month-to-Month,True,Bank Withdrawal,51.0,13.11,79.2,1742.75,0.0,0.0,288.42,Churned,Dissatisfaction,Product dissatisfaction
2189-WWOEW,Female,37,False,0,15,0,Keene,None,True,False,True,Fiber Optic,False,True,False,False,False,True,True,True,Month-to-Month,True,Bank Withdrawal,13.0,24.63,85.9,1269.55,0.0,0.0,369.45,Churned,Other,Don't know
2190-BCXEC,Female,61,True,0,40,10,Death Valley,None,True,True,True,Fiber Optic,False,False,False,True,False,False,False,True,Month-to-Month,True,Credit Card,17.0,39.97,78.85,3126.85,0.0,0.0,1598.8,Stayed,Still Subscribed,Still Subscribed
2190-PHBHR,Female,22,True,0,72,5,Hume,Offer A,True,True,True,Fiber Optic,True,True,False,False,False,True,True,True,Two Year,True,Credit Card,48.0,22.74,94.45,6921.7,0.0,0.0,1637.28,Stayed,Still Subscribed,Still Subscribed
2192-CKRLV,Female,57,True,0,72,2,Wilton,Offer A,False,False,True,DSL,True,True,True,False,False,True,True,True,Two Year,True,Bank Withdrawal,15.0,0.0,49.2,3580.95,0.0,0.0,0.0,Stayed,Still Subscribed,Still Subscribed
2192-OZITF,Female,60,False,0,45,0,San Leandro,Offer B,True,True,True,DSL,True,False,False,True,False,True,True,True,Two Year,False,Credit Card,15.0,44.29,73.55,3349.1,0.0,0.0,1993.05,Stayed,Still Subscribed,Still Subscribed
2193-SFWQW,Male,47,True,1,72,9,San Rafael,None,True,False,True,Fiber Optic,True,True,True,True,True,True,True,True,Two Year,False,Bank Withdrawal,19.0,24.08,111.95,8033.1,0.0,0.0,1733.76,Stayed,Still Subscribed,Still Subscribed
2194-IIQOF,Female,38,True,0,71,7,Sunnyvale,Offer A,True,True,True,DSL,True,True,True,True,True,True,True,True,Two Year,False,Credit Card,27.0,19.9,89.3,6388.65,0.0,0.0,1412.9,Stayed,Still Subscribed,Still Subscribed
2195-VVRJF,Male,74,True,0,18,6,Los Angeles,None,True,False,True,DSL,True,False,False,False,False,True,False,True,Two Year,True,Credit Card,13.0,5.73,59.1,1011.05,31.05,0.0,103.14,Stayed,Still Subscribed,Still Subscribed
2195-ZRVAX,Female,40,True,0,47,1,Rodeo,None,True,False,True,Cable,False,False,True,False,False,True,True,True,Month-to-Month,True,Bank Withdrawal,23.0,44.26,85.3,4045.65,0.0,0.0,2080.22,Churned,Other,Don't know
2197-OMWGI,Female,65,True,1,68,4,Los Angeles,None,False,False,True,DSL,False,True,True,False,True,True,True,True,Two Year,True,Bank Withdrawal,23.0,0.0,53.0,3656.25,0.0,0.0,0.0,Stayed,Still Subscribed,Still Subscribed
2200-DSAAL,Female,52,False,0,68,0,Greenbrae,None,True,True,True,DSL,False,True,True,False,True,True,True,False,Two Year,True,Bank Withdrawal,13.0,20.3,80.65,5330.2,0.0,90.0,1380.4,Stayed,Still Subscribed,Still Subscribed
2202-CUYXZ,Male,25,False,0,1,0,Dublin,None,True,False,True,Fiber Optic,False,False,True,False,True,False,True,True,Month-to-Month,True,Bank Withdrawal,41.0,36.07,84.85,84.85,0.0,0.0,36.07,Churned,Competitor,Competitor had better devices
2202-OUTMO,Female,59,True,0,34,5,Caruthers,None,True,True,True,DSL,True,False,False,True,False,False,False,True,Month-to-Month,True,Bank Withdrawal,26.0,12.3,60.85,2003.6,0.0,0.0,418.2,Stayed,Still Subscribed,Still Subscribed
2203-GHNWN,Female,24,True,0,24,2,Julian,None,True,True,True,Fiber Optic,False,False,True,False,False,False,True,True,Month-to-Month,True,Credit Card,82.0,44.93,79.65,1928.7,0.0,0.0,1078.32,Stayed,Still Subscribed,Still Subscribed
2205-LPVGL,Male,71,True,1,58,1,Colusa,Offer B,True,True,True,Fiber Optic,True,True,False,True,False,False,False,False,One Year,True,Bank Withdrawal,10.0,18.43,89.85,5125.75,0.0,130.0,1068.94,Stayed,Still Subscribed,Still Subscribed
2205-YMZZJ,Male,75,False,0,7,0,Clovis,None,True,True,True,Fiber Optic,False,False,False,False,True,False,False,False,Month-to-Month,True,Bank Withdrawal,13.0,39.51,84.8,546.95,0.0,0.0,276.57,Churned,Competitor,Competitor made better offer
2207-NHRJK,Male,58,False,0,1,0,Carmel,Offer E,True,False,True,DSL,False,True,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,27.0,1.28,50.8,50.8,0.0,0.0,1.28,Churned,Competitor,Competitor had better devices
2207-OBZNX,Male,56,False,0,7,0,Aguanga,None,True,False,True,Cable,True,False,False,False,False,False,False,True,Month-to-Month,True,Mailed Check,22.0,34.49,51.0,354.05,0.0,0.0,241.43,Churned,Attitude,Attitude of service provider
2207-QPJED,Female,66,True,0,37,8,Somes Bar,None,True,False,True,Fiber Optic,False,False,True,True,True,False,False,True,Two Year,False,Bank Withdrawal,19.0,15.6,90.0,3371.75,0.0,0.0,577.2,Stayed,Still Subscribed,Still Subscribed
2207-RYYRL,Male,34,True,1,52,6,Grass Valley,Offer B,True,True,False,None,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,0.0,29.55,24.55,1331.05,0.0,0.0,1536.6,Stayed,Still Subscribed,Still Subscribed
2208-MPXIO,Female,42,True,2,45,9,Escondido,None,True,False,False,None,False,False,False,False,False,False,False,False,Two Year,True,Bank Withdrawal,0.0,21.73,20.0,886.4,0.0,0.0,977.85,Stayed,Still Subscribed,Still Subscribed
2208-NKVVH,Male,60,True,2,43,4,Costa Mesa,None,True,True,False,None,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,0.0,2.81,24.25,1077.95,0.0,0.0,120.83,Stayed,Still Subscribed,Still Subscribed
2208-NQBCT,Female,23,True,3,26,10,San Jose,None,True,False,True,Fiber Optic,True,True,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,27.0,42.95,81.95,2070.05,0.0,0.0,1116.7,Stayed,Still Subscribed,Still Subscribed
2208-UGTGR,Male,62,False,0,56,0,Sultana,Offer B,True,True,True,Fiber Optic,False,True,False,False,True,True,True,True,Month-to-Month,False,Bank Withdrawal,28.0,10.99,98.6,5581.05,0.0,0.0,615.44,Stayed,Still Subscribed,Still Subscribed
2209-XADXF,Female,40,False,0,1,0,Willow Creek,Offer E,False,False,True,DSL,False,False,False,False,False,False,False,False,Month-to-Month,False,Bank Withdrawal,15.0,0.0,25.25,25.25,0.0,10.0,0.0,Joined,Still Subscribed,Still Subscribed
2211-RMNHO,Female,36,True,2,68,1,Rio Nido,None,True,True,True,Cable,False,True,True,True,True,True,True,True,Two Year,False,Bank Withdrawal,26.0,25.16,85.3,5560.0,0.0,0.0,1710.88,Stayed,Still Subscribed,Still Subscribed
2212-LYASK,Male,25,True,0,27,3,Brea,None,False,False,True,DSL,False,True,True,False,False,True,True,False,One Year,True,Credit Card,27.0,0.0,45.85,1246.4,0.0,30.0,0.0,Stayed,Still Subscribed,Still Subscribed
2215-ZAFGX,Male,35,False,0,9,0,La Mesa,Offer E,True,True,True,Fiber Optic,False,False,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,14.0,11.5,85.5,791.7,0.0,0.0,103.5,Stayed,Still Subscribed,Still Subscribed
2219-MVUSO,Male,59,False,0,8,0,Los Angeles,None,True,False,True,Cable,False,False,False,False,False,False,False,True,Month-to-Month,True,Credit Card,5.0,35.53,45.15,438.4,0.0,0.0,284.24,Churned,Other,Don't know
2220-IAHLS,Female,49,False,0,1,0,Modesto,None,True,False,False,None,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,0.0,2.85,19.4,19.4,0.0,0.0,2.85,Joined,Still Subscribed,Still Subscribed
2223-GDSHL,Male,41,True,1,71,5,Fountain Valley,Offer A,True,True,True,Fiber Optic,True,True,True,True,True,True,True,False,Two Year,True,Bank Withdrawal,18.0,26.38,116.05,8297.5,42.57,110.0,1872.98,Stayed,Still Subscribed,Still Subscribed
2223-KAGMX,Female,47,False,0,15,0,Santa Rosa,Offer D,True,False,False,None,False,False,False,False,False,False,False,False,Month-to-Month,False,Bank Withdrawal,0.0,33.14,19.4,289.3,0.0,0.0,497.1,Churned,Price,Long distance charges
2225-ZRGSG,Female,38,True,0,70,1,Piru,Offer A,True,True,True,Fiber Optic,True,True,True,True,False,False,False,True,Two Year,False,Bank Withdrawal,14.0,5.48,93.9,6579.05,0.0,0.0,383.6,Churned,Price,Long distance charges
2226-ICFDO,Female,39,True,0,72,9,Covelo,None,True,True,True,DSL,True,False,True,True,True,True,True,True,Two Year,True,Credit Card,24.0,10.87,85.9,6110.75,0.0,0.0,782.64,Stayed,Still Subscribed,Still Subscribed
2227-JRSJX,Female,22,False,0,21,0,Monterey Park,Offer D,True,False,True,Fiber Optic,False,True,False,True,True,True,True,True,Month-to-Month,True,Bank Withdrawal,51.0,6.12,99.15,1956.4,0.0,0.0,128.52,Stayed,Still Subscribed,Still Subscribed
2228-BZDEE,Female,45,False,0,54,0,Pleasanton,Offer B,True,False,False,None,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,0.0,26.25,20.1,1079.45,0.0,0.0,1417.5,Stayed,Still Subscribed,Still Subscribed
2229-DPMBI,Female,19,True,2,8,10,Blairsden Graeagle,None,True,False,False,None,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,0.0,13.21,19.5,162.15,0.0,0.0,105.68,Stayed,Still Subscribed,Still Subscribed
2229-VWQJH,Female,34,False,0,24,0,Homewood,None,True,False,True,DSL,False,False,True,False,False,False,False,True,Month-to-Month,True,Credit Card,16.0,4.82,49.3,1233.25,0.0,0.0,115.68,Stayed,Still Subscribed,Still Subscribed
2230-XTUWL,Female,20,True,2,48,3,Madera,Offer B,True,False,False,None,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,0.0,13.26,19.55,883.35,0.0,0.0,636.48,Stayed,Still Subscribed,Still Subscribed
2232-DMLXU,Female,22,True,0,1,0,Van Nuys,None,True,False,True,DSL,False,False,False,False,True,False,True,True,Month-to-Month,False,Credit Card,58.0,35.6,55.2,55.2,0.0,0.0,35.6,Churned,Dissatisfaction,Poor expertise of online support
2233-FAGXV,Female,41,True,3,5,6,Salton City,None,True,True,False,None,False,False,False,False,False,False,False,False,Month-to-Month,True,Credit Card,0.0,6.7,24.3,132.25,0.0,0.0,33.5,Stayed,Still Subscribed,Still Subscribed
2233-TXSIU,Male,20,True,2,17,1,Grass Valley,None,False,False,True,DSL,True,False,True,False,True,False,False,True,One Year,False,Credit Card,52.0,0.0,44.45,792.15,0.0,0.0,0.0,Stayed,Still Subscribed,Still Subscribed
2234-EOFPT,Male,48,True,0,72,2,Santa Ana,None,True,False,True,DSL,True,True,False,True,True,True,True,False,Two Year,True,Bank Withdrawal,14.0,29.8,79.35,5753.25,0.0,40.0,2145.6,Stayed,Still Subscribed,Still Subscribed
2234-XADUH,Female,30,True,2,72,4,Amboy,None,True,True,True,Fiber Optic,False,True,True,False,True,True,True,True,One Year,True,Credit Card,59.0,29.66,103.2,7362.9,45.38,0.0,2135.52,Stayed,Still Subscribed,Still Subscribed
2235-DWLJU,Female,75,False,0,6,0,Thousand Palms,None,False,False,True,DSL,False,False,False,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,24.0,0.0,44.4,263.05,0.0,0.0,0.0,Stayed,Still Subscribed,Still Subscribed
2235-ZGKPT,Female,36,True,1,4,1,Los Angeles,None,True,True,True,Cable,False,False,False,False,False,False,False,True,Month-to-Month,False,Credit Card,22.0,12.88,50.85,239.55,0.0,0.0,51.52,Churned,Dissatisfaction,Product dissatisfaction
2236-HILPA,Male,55,True,2,62,9,Hayward,Offer B,True,False,False,None,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,0.0,11.15,20.65,1218.45,0.0,0.0,691.3,Stayed,Still Subscribed,Still Subscribed
2237-ZFSMY,Female,29,False,0,39,0,Riverdale,Offer C,True,False,True,Fiber Optic,True,False,True,True,True,False,True,True,One Year,True,Bank Withdrawal,71.0,4.48,95.55,3692.85,0.0,0.0,174.72,Churned,Attitude,Attitude of service provider
2239-CFOUJ,Male,27,True,2,1,3,Trinidad,None,True,False,False,None,False,False,False,False,False,False,False,False,One Year,False,Credit Card,0.0,27.5,20.4,20.4,0.0,0.0,27.5,Joined,Still Subscribed,Still Subscribed
2239-CGBUZ,Female,56,True,0,51,4,West Covina,Offer B,True,False,True,Cable,True,True,False,True,False,False,False,True,One Year,True,Bank Withdrawal,12.0,47.18,60.5,3145.15,0.0,0.0,2406.18,Stayed,Still Subscribed,Still Subscribed
2239-JALAW,Male,20,False,0,58,0,Escondido,Offer B,True,True,True,Fiber Optic,False,True,True,False,True,True,True,True,One Year,True,Bank Withdrawal,47.0,44.5,103.25,6017.65,0.0,0.0,2581.0,Churned,Competitor,Competitor made better offer
2240-HSJQD,Male,44,False,2,38,0,La Mesa,None,True,True,True,Fiber Optic,False,True,False,False,False,False,False,True,Month-to-Month,True,Credit Card,13.0,1.27,81.85,3141.7,0.0,0.0,48.26,Stayed,Still Subscribed,Still Subscribed
2242-MFOTG,Male,29,False,0,33,0,Poway,None,True,True,True,Fiber Optic,True,False,False,False,False,False,False,True,One Year,False,Bank Withdrawal,48.0,25.71,80.1,2603.3,0.0,0.0,848.43,Stayed,Still Subscribed,Still Subscribed
2243-FNMMI,Male,20,False,0,20,0,Torrance,Offer D,True,False,False,None,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,0.0,31.02,19.4,415.4,0.0,0.0,620.4,Stayed,Still Subscribed,Still Subscribed
2245-ADZFJ,Female,58,True,0,31,9,Castella,Offer C,True,True,True,DSL,False,True,False,True,True,True,True,True,Two Year,False,Bank Withdrawal,2.0,28.52,80.55,2471.6,0.0,0.0,884.12,Stayed,Still Subscribed,Still Subscribed
2249-YPRNG,Female,57,True,0,20,3,The Sea Ranch,None,True,True,True,Fiber Optic,False,True,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,16.0,28.79,105.85,2239.65,0.0,0.0,575.8,Churned,Dissatisfaction,Service dissatisfaction
2250-IVBWA,Male,47,True,2,64,4,San Jose,None,True,False,True,Fiber Optic,True,True,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,12.0,49.49,81.05,5135.35,0.0,0.0,3167.36,Stayed,Still Subscribed,Still Subscribed
2251-PYLPB,Male,34,True,0,72,3,Big Bear Lake,Offer A,True,True,True,Cable,True,True,True,True,False,True,True,True,Two Year,False,Credit Card,9.0,45.05,79.55,5810.9,0.0,0.0,3243.6,Stayed,Still Subscribed,Still Subscribed
2252-JHJGE,Male,24,False,0,61,0,Sun Valley,Offer B,True,True,True,Fiber Optic,True,False,True,False,True,True,True,True,One Year,False,Bank Withdrawal,48.0,45.69,104.0,6363.45,0.0,0.0,2787.09,Stayed,Still Subscribed,Still Subscribed
2252-NKNSI,Male,63,False,0,52,0,Salinas,None,True,True,True,DSL,True,True,False,True,True,True,True,True,Two Year,True,Credit Card,28.0,32.02,85.15,4461.85,0.0,0.0,1665.04,Stayed,Still Subscribed,Still Subscribed
2253-KPMNB,Female,29,True,2,69,10,Live Oak,None,False,False,True,DSL,True,True,True,True,False,False,False,True,Two Year,False,Bank Withdrawal,69.0,0.0,46.25,3121.4,0.0,0.0,0.0,Stayed,Still Subscribed,Still Subscribed
2254-DLXRI,Female,33,False,0,1,0,Burbank,Offer E,True,True,True,Fiber Optic,False,True,False,False,False,False,False,False,Month-to-Month,True,Credit Card,23.0,18.0,79.15,79.15,0.0,60.0,18.0,Joined,Still Subscribed,Still Subscribed
2256-YLYLP,Male,45,True,1,68,4,Cypress,None,True,False,True,DSL,False,False,True,True,True,True,True,True,Two Year,True,Bank Withdrawal,25.0,34.13,72.95,4953.25,0.0,0.0,2320.84,Stayed,Still Subscribed,Still Subscribed
2257-BOVXD,Male,48,True,0,14,3,Tahoe City,None,True,True,True,DSL,False,False,False,True,True,False,False,True,Month-to-Month,True,Credit Card,11.0,22.14,66.6,979.5,0.0,0.0,309.96,Stayed,Still Subscribed,Still Subscribed
2259-OUUSZ,Male,28,False,0,7,0,San Diego,Offer E,False,False,True,DSL,False,False,True,True,False,False,False,True,One Year,True,Credit Card,48.0,0.0,35.5,249.55,0.0,0.0,0.0,Stayed,Still Subscribed,Still Subscribed
2260-USTRB,Female,75,False,0,2,0,Campo,None,True,False,True,Fiber Optic,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,28.0,9.55,70.2,115.95,0.0,0.0,19.1,Churned,Competitor,Competitor offered more data
2262-SLNVK,Female,53,False,0,1,0,Birds Landing,None,True,False,True,Fiber Optic,False,False,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,23.0,1.15,70.1,70.1,0.0,0.0,1.15,Joined,Still Subscribed,Still Subscribed
2263-SFSQZ,Male,46,True,2,51,7,San Jose,None,True,True,False,None,False,False,False,False,False,False,False,False,Two Year,True,Credit Card,0.0,16.85,24.95,1222.25,0.0,0.0,859.35,Stayed,Still Subscribed,Still Subscribed
2265-CYWIV,Female,68,True,0,4,1,Hickman,None,True,True,True,Fiber Optic,True,False,False,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,20.0,18.91,99.6,347.65,25.79,0.0,75.64,Churned,Dissatisfaction,Network reliability
2266-FUBDZ,Male,19,True,3,15,2,San Francisco,None,True,False,False,None,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,0.0,46.47,19.35,278.85,0.0,0.0,697.05,Stayed,Still Subscribed,Still Subscribed
2266-SJNAT,Female,21,True,0,72,2,Temecula,Offer A,True,True,True,Fiber Optic,False,True,True,True,True,True,True,True,One Year,False,Credit Card,82.0,11.85,109.15,7789.6,0.0,0.0,853.2,Stayed,Still Subscribed,Still Subscribed
2267-FPIMA,Male,27,True,0,50,1,San Carlos,Offer B,True,True,True,Fiber Optic,True,True,False,False,False,True,True,True,Month-to-Month,True,Credit Card,47.0,17.58,94.4,4914.9,0.0,0.0,879.0,Stayed,Still Subscribed,Still Subscribed
2267-WTPYD,Female,77,True,0,57,1,Granada Hills,None,True,True,True,Fiber Optic,False,True,True,False,False,True,False,True,Month-to-Month,False,Credit Card,30.0,23.05,94.0,5438.95,0.0,0.0,1313.85,Stayed,Still Subscribed,Still Subscribed
2270-CHBFN,Female,46,True,0,44,10,Ventura,Offer B,True,True,True,Fiber Optic,True,True,True,True,False,False,False,True,Month-to-Month,True,Credit Card,6.0,32.72,95.1,4060.55,0.0,0.0,1439.68,Stayed,Still Subscribed,Still Subscribed
2272-JKMSI,Female,42,True,3,62,5,Roseville,Offer B,True,True,True,Fiber Optic,False,True,True,True,True,True,True,True,One Year,True,Bank Withdrawal,57.0,13.25,110.8,6840.95,0.0,0.0,821.5,Stayed,Still Subscribed,Still Subscribed
2272-QAGFO,Female,75,False,0,14,0,Inglewood,None,True,True,True,Fiber Optic,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,10.0,35.07,74.3,1096.25,0.0,0.0,490.98,Churned,Dissatisfaction,Service dissatisfaction
2272-UOINI,Female,44,False,0,7,0,Rancho Cucamonga,Offer E,True,False,True,Cable,True,True,False,True,True,True,True,True,Month-to-Month,True,Bank Withdrawal,13.0,3.34,78.5,571.05,0.0,0.0,23.38,Stayed,Still Subscribed,Still Subscribed
2272-WUSPA,Female,48,True,0,72,1,Milford,None,True,True,True,Fiber Optic,True,True,True,False,True,True,True,True,Two Year,True,Bank Withdrawal,5.0,39.74,110.75,7751.7,0.0,0.0,2861.28,Stayed,Still Subscribed,Still Subscribed
2273-QCKXA,Male,39,False,0,1,0,Culver City,None,True,False,True,Cable,False,False,False,True,False,False,False,True,Month-to-Month,False,Credit Card,5.0,25.77,49.05,49.05,0.0,0.0,25.77,Joined,Still Subscribed,Still Subscribed
2274-XUATA,Male,78,True,0,72,8,Earp,Offer A,False,False,True,Cable,True,True,True,True,True,True,True,True,Two Year,True,Bank Withdrawal,26.0,0.0,63.1,4685.55,0.0,0.0,0.0,Stayed,Still Subscribed,Still Subscribed
2275-RBYQS,Female,38,False,0,1,0,Sun City,Offer E,True,False,True,DSL,False,False,False,False,False,False,False,True,Month-to-Month,True,Credit Card,21.0,49.33,45.4,45.4,0.0,0.0,49.33,Joined,Still Subscribed,Still Subscribed
2276-YDAVZ,Female,63,False,0,3,0,San Diego,Offer E,True,True,True,Fiber Optic,False,False,False,False,False,False,False,True,Month-to-Month,True,Credit Card,10.0,26.52,75.1,270.7,0.0,0.0,79.56,Churned,Competitor,Competitor made better offer
2277-AXSDC,Female,46,False,0,32,0,El Centro,None,True,False,False,None,False,False,False,False,False,False,False,False,One Year,False,Bank Withdrawal,0.0,43.8,19.75,624.15,0.0,0.0,1401.6,Stayed,Still Subscribed,Still Subscribed
2277-BKJKN,Female,70,True,0,71,6,Camptonville,None,True,False,True,Fiber Optic,False,True,True,False,True,True,True,True,Two Year,True,Bank Withdrawal,27.0,22.0,99.2,7213.75,0.0,0.0,1562.0,Stayed,Still Subscribed,Still Subscribed
2277-DJJDL,Male,69,True,0,60,5,La Grange,Offer B,True,True,True,Fiber Optic,False,False,False,True,True,True,False,False,Two Year,True,Bank Withdrawal,5.0,10.4,99.0,6017.9,0.0,150.0,624.0,Stayed,Still Subscribed,Still Subscribed
2277-VWCNI,Female,65,False,0,4,0,Brookdale,None,True,True,True,DSL,False,False,False,False,False,False,False,True,Two Year,False,Mailed Check,15.0,31.13,48.75,179.85,0.0,0.0,124.52,Stayed,Still Subscribed,Still Subscribed
2279-AXJJK,Male,27,True,0,52,1,Cazadero,None,True,True,True,Fiber Optic,False,True,False,True,False,True,True,True,Month-to-Month,True,Credit Card,85.0,8.94,95.65,5088.4,11.8,0.0,464.88,Stayed,Still Subscribed,Still Subscribed
